"Inter","Verona","Empoli","Torino","Bologna","Udinese","Napoli","Roma","Cagliari","Sampdoria","Atalanta","Lazio","Fiorentina","Juventus","Genoa","Sassuolo","Milan","Salernitana","Spezia","Venezia"
87,50,53,62,44,40,74,67,26,38,64,62,61,79,24,49,84,19,32,28
93,53,45,50,52,48,72,67,30,39,74,53,54,70,19,55,79,21,33,30
89,60,44,48,49,45,75,56,28,38,76,64,62,67,25,45,64,25,35,33
94,49,56,59,44,53,85,62,25,35,72,55,63,67,18,46,80,21,28,29
87,54,47,44,50,48,82,65,34,41,78,57,63,72,17,36,77,25,27,32
87,49,43,56,45,52,81,66,32,46,71,62,58,66,20,47,70,18,32,26
83,47,47,52,65,41,74,66,22,43,77,67,62,62,30,43,84,24,28,30
86,52,50,54,49,40,85,61,28,36,76,61,71,64,21,47,72,17,35,31
96,57,54,43,52,42,81,61,20,38,73,61,62,72,23,50,72,22,36,31
83,58,50,55,45,36,71,69,21,40,82,68,65,74,21,52,78,21,28,31
82,64,46,52,51,55,77,62,28,44,68,60,57,61,19,58,75,13,29,30
87,49,48,52,49,51,85,61,22,42,66,66,69,65,18,48,73,18,36,32
94,56,46,51,45,42,77,56,26,40,66,65,63,76,15,53,91,23,29,26
93,49,51,54,50,38,73,60,23,50,83,57,65,71,25,48,68,24,30,30
90,53,50,55,52,49,78,60,25,40,73,65,57,69,17,44,78,20,37,26
89,52,58,49,52,50,77,65,32,41,71,59,50,72,19,54,74,16,31,32
98,48,45,58,46,49,76,65,29,45,72,57,63,63,19,44,79,15,40,32
90,48,45,58,54,50,80,68,25,34,75,59,68,72,17,54,78,15,31,24
91,45,46,53,53,42,82,61,25,32,72,72,62,77,17,53,73,17,27,38
93,53,53,52,50,42,72,48,21,46,67,65,61,67,22,54,85,21,33,32
92,53,46,53,47,49,80,59,20,37,77,58,62,72,19,51,84,25,31,26
88,51,60,64,45,47,72,55,21,39,73,59,62,73,22,46,80,22,33,27
87,58,40,57,56,46,81,56,25,36,69,74,62,69,23,51,76,16,36,26
86,50,44,65,50,42,81,63,24,42,76,57,56,72,17,47,85,20,33,30
90,59,48,53,46,44,76,62,31,35,75,60,58,71,18,52,78,19,32,29
93,49,52,58,53,44,76,60,27,37,72,64,66,70,17,42,82,16,31,39
87,44,48,58,53,43,73,67,25,40,77,67,59,71,17,51,82,23,30,30
82,58,51,49,56,49,81,60,28,47,71,61,61,61,18,54,71,14,37,26
88,53,48,49,45,50,71,58,28,37,68,72,67,80,19,50,80,13,35,27
94,53,46,47,39,40,74,65,27,33,72,60,68,67,26,50,73,28,33,28
90,56,50,51,47,49,92,62,21,39,79,66,70,69,20,46,81,12,27,25
89,56,52,50,46,45,73,61,30,35,69,62,66,68,19,47,83,21,36,29
94,52,48,46,49,48,83,57,30,45,70,58,53,82,25,44,83,18,29,28
95,54,47,51,47,53,75,64,27,35,69,62,63,64,22,50,79,22,27,33
88,54,41,42,48,48,87,60,27,38,80,62,54,71,21,54,75,22,29,35
88,55,58,60,47,46,72,59,29,41,69,68,67,71,23,40,81,18,31,22
91,51,47,51,58,45,86,50,32,34,79,56,63,68,16,48,87,23,24,33
80,59,49,56,51,35,85,62,25,45,81,67,58,69,19,53,77,17,30,26
89,57,49,56,49,38,80,62,27,45,79,68,65,61,18,48,81,19,26,27
86,47,42,59,52,41,80,62,26,36,70,66,57,70,25,48,81,18,33,30
86,51,49,52,56,52,72,66,26,44,75,59,62,60,23,49,79,15,31,36
87,46,45,59,52,46,86,56,27,37,74,65,58,69,15,45,84,26,35,28
84,49,46,61,58,49,74,72,16,37,78,64,58,69,24,46,87,15,33,31
91,53,51,57,49,37,75,65,32,38,64,63,66,72,25,57,82,14,19,31
86,49,48,53,46,53,80,62,31,32,76,70,55,74,20,46,76,23,30,29
83,51,55,56,45,49,79,60,28,47,73,61,52,73,17,49,80,18,32,31
83,46,42,52,49,47,84,68,26,41,71,68,61,64,19,50,84,21,35,32
82,55,49,49,46,52,76,61,22,34,75,70,63,73,20,49,86,16,32,35
93,46,50,51,51,42,75,66,28,40,74,66,62,70,20,48,77,14,26,34
95,43,53,55,51,44,71,62,22,35,75,64,63,83,18,53,78,23,29,26
93,46,52,58,46,53,82,58,28,45,73,69,59,71,23,47,67,23,26,24
89,55,49,49,51,53,69,66,25,35,70,71,75,67,17,48,80,15,26,35
90,54,46,53,51,46,85,68,28,37,79,55,60,64,23,51,81,12,25,36
99,54,55,52,46,48,81,67,20,34,73,64,58,62,18,50,81,19,35,24
89,48,46,53,64,39,81,62,25,34,75,56,64,81,22,49,88,19,24,33
88,45,50,56,53,46,73,50,20,34,72,69,65,76,26,48,83,22,32,29
91,51,56,51,42,49,81,61,26,37,68,64,63,73,20,43,75,18,39,30
91,51,41,49,50,45,78,66,22,36,80,60,69,76,24,49,77,18,40,28
87,58,49,51,64,40,75,64,24,36,69,59,68,66,16,50,83,18,30,32
87,55,42,58,56,43,84,62,27,39,68,62,61,72,21,51,81,15,24,30
86,60,47,53,54,40,86,71,28,36,81,63,59,72,16,41,76,22,28,32
91,47,57,59,52,48,76,71,31,37,78,62,60,62,22,48,73,13,32,31
92,47,47,53,55,42,65,68,28,37,75,64,69,63,20,47,79,20,30,38
94,56,47,47,50,44,76,64,28,41,74,60,66,73,24,38,81,22,26,27
90,54,49,56,49,52,82,50,16,45,77,58,58,69,20,47,87,15,36,32
93,52,53,58,49,48,78,62,20,34,64,61,62,68,19,55,78,17,37,37
85,49,58,50,46,42,83,67,24,30,77,61,64,79,21,42,76,23,30,28
85,48,55,61,52,47,85,69,20,38,72,52,67,72,17,40,84,12,33,34
93,47,49,61,58,45,72,61,22,40,68,58,66,65,21,43,82,18,29,33
95,47,47,56,44,45,81,61,21,46,82,64,60,67,20,46,82,17,28,33
91,52,43,58,46,53,79,64,29,41,70,61,61,72,20,48,73,17,28,31
93,51,47,53,47,45,80,65,28,35,67,57,57,68,21,58,84,18,36,27
94,46,53,55,49,51,86,67,19,41,68,66,52,72,16,51,81,17,30,35
89,56,47,50,53,55,83,68,26,27,73,60,65,72,21,46,75,23,34,25
84,51,43,50,55,47,84,65,23,44,76,63,62,73,23,50,81,15,23,33
93,52,49,51,49,42,78,49,36,41,72,62,65,72,23,45,79,21,31,30
84,52,61,51,51,43,72,63,26,32,77,68,56,65,20,49,84,18,30,29
96,52,48,56,43,46,69,67,30,46,71,63,58,71,15,48,76,20,26,37
84,49,44,53,49,41,87,64,20,44,80,67,64,69,19,50,82,16,33,29
95,48,58,56,40,44,74,67,22,38,78,68,55,67,21,43,89,18,35,27
84,54,42,58,50,41,75,57,22,33,71,70,70,58,27,58,77,22,29,34
91,60,49,52,49,51,72,65,29,37,80,54,50,82,15,56,85,15,39,31
88,54,51,54,44,61,79,60,27,44,68,59,65,69,18,38,83,20,29,24
92,37,50,62,53,51,85,61,24,41,75,55,61,66,17,44,85,24,27,38
90,43,56,59,59,45,73,60,24,30,65,60,67,66,28,55,88,12,27,25
85,53,42,53,47,50,75,63,26,46,75,56,67,67,25,48,86,14,25,30
85,56,40,54,50,49,81,57,25,50,73,66,57,58,18,52,84,23,34,30
95,56,47,50,48,38,73,62,24,37,79,62,65,71,19,46,77,20,40,27
84,56,52,47,50,45,86,70,26,41,72,58,63,67,19,41,89,15,23,31
96,48,49,58,55,40,79,54,20,47,78,57,61,74,23,52,78,14,36,30
84,48,51,61,59,44,81,69,26,39,69,56,54,66,16,50,90,22,27,27
88,46,51,52,51,45,76,58,31,47,78,61,59,67,22,50,84,22,31,25
85,57,53,58,50,46,84,65,32,36,68,57,53,71,20,45,80,17,32,28
83,46,44,50,54,40,77,74,24,31,75,70,56,66,20,52,86,23,34,35
96,57,50,45,56,44,83,63,22,44,70,58,58,71,17,47,85,19,30,31
96,54,48,61,48,43,70,58,23,52,78,53,69,69,27,42,71,21,31,23
95,54,49,56,54,40,79,71,33,39,83,55,61,69,14,47,81,15,25,37
92,46,40,55,48,53,76,68,27,45,74,58,63,67,16,45,75,23,39,30
94,54,41,60,55,42,81,58,24,37,73,66,61,76,25,43,75,22,30,25
82,51,48,60,60,43,80,59,26,47,69,60,66,71,24,51,79,11,23,34
86,51,47,56,44,48,82,63,29,44,84,59,59,66,20,59,75,14,34,27
88,55,54,49,50,49,69,64,32,40,82,55,59,74,18,54,78,16,30,25
83,49,50,50,50,58,71,61,26,42,70,64,67,73,19,48,88,16,28,31
87,53,54,47,54,44,78,69,22,34,70,62,75,61,22,47,76,21,31,33
94,37,41,53,46,41,79,61,34,42,77,59,58,75,25,44,79,23,31,35
84,57,46,52,51,40,82,62,29,47,84,63,51,71,20,40,77,19,33,36
91,61,44,51,49,46,81,58,23,36,76,58,70,62,27,53,76,17,33,30
84,57,60,55,52,49,79,59,21,32,72,56,65,67,23,47,80,15,37,31
99,48,47,58,45,41,76,62,26,35,74,56,66,69,25,47,77,21,37,33
98,44,46,46,54,42,72,62,24,39,80,65,61,68,24,56,84,19,24,29
88,51,44,62,46,46,75,64,21,40,73,61,65,68,23,49,82,16,36,30
90,58,42,50,56,46,75,64,28,43,79,64,61,68,24,53,76,18,24,21
86,44,50,45,55,52,81,66,35,37,67,63,54,57,23,54,80,17,35,32
91,54,54,47,57,36,80,70,26,34,78,61,56,69,18,50,85,17,35,27
91,51,50,49,52,57,76,63,26,40,65,60,60,68,23,48,81,17,30,29
89,45,38,53,48,51,80,63,23,37,77,67,60,79,22,44,83,16,33,37
94,56,41,48,49,52,82,64,22,36,72,57,63,65,18,52,74,20,35,37
89,49,53,57,47,36,81,67,24,43,85,56,66,67,17,52,85,13,28,33
80,48,50,54,52,47,81,59,26,34,75,59,62,71,22,51,86,19,36,29
93,52,58,55,44,45,83,61,28,36,73,53,62,65,19,54,81,18,28,25
93,51,38,58,57,47,81,63,30,38,76,61,59,67,20,46,85,16,28,28
88,51,47,45,48,53,82,71,26,40,75,58,65,66,22,47,83,14,29,29
90,53,45,51,48,43,82,62,27,37,79,62,69,73,19,56,77,20,29,35
85,54,49,46,49,46,78,62,19,38,79,64,73,70,22,39,78,14,39,30
85,50,45,54,44,46,78,63,27,52,68,58,66,70,26,45,86,12,34,28
87,59,36,61,50,44,86,54,26,43,77,58,66,70,19,48,78,21,33,26
89,56,54,54,47,45,80,64,30,49,75,58,67,63,14,49,85,16,31,27
89,47,55,52,41,45,81,65,23,44,72,61,57,73,22,56,71,19,31,34
96,55,52,45,53,49,72,60,24,39,85,57,62,62,19,52,87,17,30,26
86,47,52,47,50,57,83,65,29,34,72,69,53,68,21,51,75,18,31,28
88,53,54,58,50,38,82,58,22,47,79,56,61,62,23,53,87,16,35,31
98,56,45,48,48,54,79,67,30,40,72,63,62,70,19,40,78,15,26,30
88,44,48,49,50,42,68,68,35,44,74,62,66,71,19,55,84,18,29,31
86,54,47,54,50,53,76,66,18,41,79,75,61,61,22,53,75,18,31,27
87,45,50,49,47,54,79,57,27,36,77,66,66,71,22,50,76,16,37,27
94,51,46,50,51,38,77,70,27,33,74,64,72,74,20,48,77,18,32,29
95,46,55,48,58,43,80,59,18,43,71,57,64,68,25,52,83,15,30,30
88,51,52,54,47,40,71,71,24,41,76,58,68,76,24,48,80,16,25,31
88,58,50,51,48,54,84,62,27,37,75,69,61,65,21,50,74,16,28,29
93,48,49,60,49,42,72,59,30,37,64,63,67,75,19,47,78,21,32,36
95,52,44,53,55,45,82,70,23,44,69,60,60,71,15,45,83,14,36,35
97,54,37,51,51,42,81,60,30,38,76,64,63,71,18,51,85,16,31,31
90,49,40,48,57,47,87,62,24,41,81,57,70,55,19,46,78,16,37,36
93,58,41,48,52,45,82,64,31,37,75,52,55,80,18,54,73,23,36,28
85,56,44,51,47,46,86,59,25,41,76,66,61,71,19,50,79,14,36,27
87,42,42,48,49,44,77,73,29,44,69,64,60,72,21,60,87,17,31,30
85,58,54,59,51,45,79,61,20,42,68,61,59,68,25,52,85,15,24,31
88,51,54,53,45,52,70,74,27,41,72,72,63,68,18,48,76,12,29,30
88,57,48,51,55,45,83,64,24,40,72,55,65,67,15,42,82,18,36,36
86,55,43,57,47,47,77,59,26,47,73,64,70,66,18,43,83,22,30,27
93,51,44,58,46,41,74,64,25,39,75,62,71,66,21,46,82,24,30,29
88,52,46,47,47,44,82,57,31,36,79,54,67,69,20,50,83,22,33,27
91,46,45,57,56,45,78,66,26,37,84,51,55,69,24,50,88,19,29,29
89,54,53,56,46,46,75,61,26,41,82,58,57,64,27,44,78,18,29,36
97,53,53,49,54,47,75,61,24,34,73,68,64,66,20,52,75,17,32,29
91,56,53,54,50,44,86,56,21,40,67,63,65,75,19,47,76,14,30,34
91,61,47,59,49,38,74,59,27,38,74,67,67,74,18,47,75,13,34,32
94,50,50,51,51,53,76,73,28,45,73,66,60,69,22,51,76,13,27,25
89,55,52,48,48,47,76,60,28,41,79,56,65,66,24,49,79,18,35,22
89,47,51,47,50,43,73,70,22,38,77,62,61,75,19,46,81,22,33,28
90,49,49,50,53,41,78,67,19,35,71,62,64,61,22,47,89,17,32,38
89,51,47,47,49,44,82,71,31,37,83,68,61,67,18,56,80,16,22,30
83,44,49,60,54,47,73,52,24,38,83,68,69,74,24,48,81,15,31,32
92,57,49,56,51,51,78,57,28,38,76,62,56,66,20,52,81,14,26,30
86,54,60,53,39,57,79,56,28,35,65,68,64,64,21,40,80,19,29,39
94,49,46,50,48,49,65,60,26,40,75,65,64,71,22,41,75,27,34,33
92,38,49,53,51,53,67,56,22,47,73,68,58,75,20,48,91,17,29,32
91,52,53,57,58,39,77,68,21,35,71,65,68,75,16,49,80,16,28,29
81,48,45,56,43,47,80,68,26,44,74,71,67,60,19,42,79,15,35,35
93,54,50,47,49,42,86,64,20,31,72,63,61,79,21,48,83,19,30,24
90,47,45,53,45,43,85,71,27,33,70,60,63,65,22,47,82,26,31,35
91,53,47,49,46,45,82,71,26,35,76,64,61,72,21,43,81,19,35,32
88,53,46,46,59,43,80,62,27,45,79,56,62,70,22,46,75,21,29,34
82,56,43,52,50,53,81,63,27,35,70,62,56,67,19,53,79,19,31,32
89,50,49,56,51,40,86,66,28,41,70,67,59,71,17,43,79,13,34,27
87,45,49,53,51,42,82,64,26,40,78,62,72,64,16,51,87,19,34,26
85,53,44,50,52,41,88,59,27,36,71,64,58,77,20,47,76,22,27,34
77,49,52,57,50,46,78,58,21,34,70,68,62,76,22,52,83,12,39,30
84,45,44,66,51,53,72,65,33,34,66,56,62,63,19,52,74,16,34,41
82,49,50,57,42,62,75,62,23,35,69,52,76,66,22,60,86,16,34,30
89,53,45,54,49,40,76,66,21,41,80,61,67,70,20,41,86,22,31,29
85,48,56,58,50,51,73,66,24,36,78,61,55,65,20,46,75,17,36,31
91,40,51,53,49,50,84,59,21,44,75,71,64,70,17,51,77,15,42,25
92,53,43,42,48,50,82,63,31,38,69,56,66,65,23,49,83,17,36,30
86,61,47,53,55,43,80,69,32,36,76,63,56,67,19,43,74,16,28,33
92,54,47,63,50,41,76,61,33,36,76,55,62,78,24,46,76,25,21,29
91,51,46,55,57,44,82,60,29,40,73,65,63,59,23,46,86,12,32,31
84,51,51,50,53,37,84,66,24,40,75,58,64,66,23,53,87,25,29,22
84,50,40,53,53,51,85,58,22,40,84,60,58,70,21,50,84,17,34,27
89,50,56,57,51,50,73,56,18,31,80,58,66,61,25,50,85,15,24,34
91,52,48,55,50,44,82,70,23,35,79,56,69,76,21,40,77,17,28,29
88,57,51,65,48,57,70,67,27,32,74,66,51,68,16,54,84,17,35,25
93,47,46,43,47,50,77,61,30,34,81,59,63,66,19,55,82,14,31,38
88,55,51,49,50,46,71,68,24,35,85,69,66,70,19,49,77,16,31,25
91,48,52,54,53,44,81,63,23,33,75,54,70,64,25,50,79,18,30,28
88,55,61,52,53,50,68,55,27,41,77,58,54,75,20,48,76,18,33,35
91,56,53,52,55,45,73,66,21,36,67,60,57,70,18,52,80,19,43,31
90,42,49,48,48,57,76,62,22,34,76,68,66,77,18,54,71,22,32,25
89,57,38,55,43,51,72,68,23,41,77,56,68,60,18,48,78,21,41,26
92,54,48,52,53,38,77,62,32,40,75,60,62,73,25,54,74,17,28,30
93,51,49,48,50,43,82,60,22,42,68,61,63,66,23,62,81,20,28,26
97,50,45,57,52,50,77,64,25,40,72,61,62,78,19,43,81,15,30,33
86,52,43,60,53,42,68,66,27,44,71,67,62,73,21,53,76,15,25,30
90,47,46,54,51,48,82,62,22,32,68,64,64,65,21,48,78,20,27,38
91,51,54,52,57,42,84,67,24,42,73,57,61,66,17,46,73,15,33,36
89,58,44,51,54,35,79,63,29,33,70,61,62,76,18,51,84,14,37,28
91,47,52,55,50,44,83,65,20,39,70,59,59,68,18,48,79,20,32,33
93,57,45,51,54,52,81,52,34,45,68,60,66,64,16,48,76,17,31,34
89,53,54,53,57,51,73,63,30,34,70,57,60,68,17,53,91,18,34,31
82,51,54,53,58,49,73,62,26,37,74,55,65,74,21,42,84,20,28,30
98,55,48,59,54,45,81,64,27,33,66,64,61,68,21,49,84,16,25,25
91,43,57,54,55,46,77,58,24,41,69,58,67,66,23,49,81,18,26,29
88,52,51,58,42,41,81,65,28,36,78,67,63,63,19,46,78,14,30,36
91,50,55,51,54,44,77,65,28,37,68,69,62,67,20,46,79,19,28,29
90,42,59,49,59,45,86,67,23,42,69,61,60,67,17,45,75,13,35,30
90,48,50,55,47,49,79,57,23,47,73,68,67,69,17,42,83,17,30,32
96,49,47,61,47,41,69,59,22,39,71,63,66,78,19,51,75,22,35,34
92,55,48,55,52,51,74,70,26,38,71,54,66,65,19,46,81,15,30,29
92,60,44,59,58,44,77,64,26,39,73,61,58,69,21,47,75,18,22,34
89,50,42,50,49,40,71,61,28,39,78,63,61,71,23,48,84,22,37,29
97,55,45,49,48,47,80,63,23,37,66,58,62,79,28,50,82,16,32,28
88,41,47,52,42,46,78,63,29,35,67,56,74,74,16,50,91,19,35,35
94,53,54,58,45,44,79,67,22,40,71,57,63,58,20,52,81,24,26,32
87,52,53,52,45,48,79,58,28,44,74,64,66,66,26,41,73,18,27,38
87,48,43,53,53,55,87,64,24,36,74,61,73,70,16,51,79,11,28,30
93,54,56,49,45,45,78,64,26,28,76,66,64,72,24,42,83,18,37,28
96,55,45,53,48,45,87,53,23,43,76,70,53,69,20,48,80,18,32,30
93,54,44,56,62,49,78,58,27,37,71,66,62,63,20,56,83,17,21,27
89,43,47,57,43,50,78,64,27,38,69,64,68,66,19,50,76,16,36,27
92,46,43,55,53,51,81,66,26,40,87,52,58,67,19,48,82,18,27,32
93,45,46,56,55,55,77,57,22,41,71,67,57,68,17,56,80,20,26,35
88,49,43,43,57,49,87,65,27,35,77,67,68,68,19,50,83,17,24,24
88,51,47,57,50,48,80,59,29,52,75,61,59,69,19,45,79,19,27,27
89,48,57,54,49,51,69,69,22,39,73,59,54,71,21,51,77,21,26,39
92,55,50,59,52,48,78,61,27,40,74,51,69,68,23,44,81,19,22,26
92,57,55,48,55,42,78,57,29,44,73,62,67,68,17,42,78,18,31,26
93,45,49,48,51,50,80,64,25,43,70,68,61,72,19,45,77,24,27,29
91,45,49,54,56,39,73,61,31,43,78,65,63,76,19,58,72,23,24,26
89,45,43,53,47,49,83,71,32,49,80,61,55,62,21,48,77,22,26,29
94,51,51,50,47,48,77,70,28,45,72,61,64,68,15,46,80,20,32,25
93,55,49,46,48,47,79,56,26,47,73,64,59,59,20,49,88,16,32,30
88,53,58,57,58,55,80,61,20,40,72,56,65,62,17,46,81,17,30,30
89,53,51,51,37,48,77,65,21,35,82,59,67,73,25,47,75,20,32,34
89,56,45,47,47,44,74,58,21,52,73,61,68,65,25,48,76,20,33,30
85,50,36,57,46,54,85,68,28,38,74,66,68,68,15,56,74,17,29,35
85,49,47,54,46,48,79,55,27,41,76,72,63,69,23,42,74,22,31,31
87,53,45,55,42,53,81,73,25,35,74,57,57,70,29,44,75,22,28,34
93,57,47,51,52,42,79,61,25,37,80,67,55,66,22,51,82,18,24,32
96,50,48,53,60,50,83,62,30,38,68,57,60,66,20,43,72,25,30,32
92,56,51,63,52,41,75,60,28,44,64,62,63,68,24,46,86,14,20,27
91,56,42,56,52,41,91,65,21,36,69,64,68,71,22,45,75,23,30,31
89,51,49,56,48,30,84,55,24,41,78,62,58,70,22,57,80,24,34,32
87,49,45,54,48,37,89,68,26,48,66,60,58,65,20,49,81,20,37,27
89,52,48,51,49,38,81,48,24,47,70,64,69,65,20,60,87,22,32,28
90,48,41,57,50,54,80,66,26,32,79,57,62,73,21,49,78,16,40,23
93,44,43,54,54,46,72,56,31,39,70,59,66,69,20,59,83,28,28,31
86,56,38,63,48,50,71,65,22,43,68,68,64,74,20,51,85,16,28,30
85,49,45,52,61,43,78,59,27,43,75,63,63,65,20,47,84,20,33,29
85,42,48,49,48,48,88,62,32,41,75,57,65,67,18,51,84,16,30,30
91,45,43,52,48,42,84,58,26,40,76,53,66,68,23,49,75,22,41,30
85,63,46,60,43,57,83,59,28,36,74,63,67,64,19,48,79,14,29,38
92,49,47,52,50,42,78,64,26,38,76,67,59,74,22,49,75,14,37,29
87,52,44,47,51,45,85,59,24,37,72,62,70,65,20,53,82,20,30,34
97,48,43,56,48,54,81,64,27,38,74,57,62,62,24,42,83,17,23,32
85,49,51,54,55,42,71,62,27,44,74,62,58,75,16,58,82,16,31,28
90,53,55,50,54,44,83,65,29,42,76,51,67,70,20,44,80,15,31,24
90,54,49,54,57,48,83,58,28,39,74,72,59,59,20,39,85,18,31,30
93,52,49,56,60,58,72,61,25,39,74,56,63,69,20,46,80,17,28,21
89,45,40,59,54,44,78,63,29,36,72,64,59,71,20,52,82,17,37,33
89,42,48,49,54,39,86,66,27,39,71,68,55,64,26,52,83,22,26,31
90,56,49,50,49,47,71,59,20,48,78,68,73,77,18,51,72,12,30,31
94,50,42,59,46,40,72,64,31,45,73,66,61,66,21,46,92,17,29,30
85,46,48,62,47,43,78,66,29,37,77,62,57,66,19,56,82,15,39,28
94,60,52,52,50,48,76,58,26,39,77,59,60,69,26,40,78,16,33,26
87,48,40,51,53,52,83,65,22,39,78,64,56,67,20,47,82,15,36,37
82,49,48,54,56,47,85,64,22,37,79,59,55,78,21,50,86,15,25,32
88,50,44,55,46,60,79,59,22,40,70,60,64,71,19,48,75,22,26,33
95,49,47,60,37,50,82,61,23,36,71,59,63,61,23,51,78,24,35,35
92,48,50,58,56,44,74,66,28,36,77,57,58,68,20,50,81,19,31,30
89,48,51,50,54,47,81,62,33,32,77,60,59,72,19,49,82,17,28,24
95,51,50,49,51,46,72,58,25,39,75,64,66,73,21,38,86,16,31,36
89,50,47,53,44,47,81,59,30,41,65,61,69,71,22,55,84,17,26,26
89,51,52,54,54,45,76,58,22,36,72,59,74,72,19,36,85,20,26,45
93,58,39,51,48,42,76,71,22,36,72,65,61,65,16,54,78,27,43,31
88,46,44,52,56,50,83,61,22,48,80,60,56,63,21,52,88,20,30,25
91,50,45,58,47,43,83,58,23,38,74,66,67,65,18,50,79,13,35,34
95,46,55,62,52,48,75,55,22,46,73,63,64,64,19,50,82,20,22,32
84,59,44,57,51,47,78,71,30,45,82,60,60,60,23,48,77,15,30,26
87,51,61,54,42,49,73,56,24,43,86,52,63,65,21,54,77,16,25,32
87,47,46,56,40,48,83,64,24,38,69,57,70,72,18,56,77,18,43,31
84,55,45,45,50,39,80,55,28,45,79,62,67,66,22,49,82,20,39,27
90,55,49,47,47,43,79,72,25,37,64,72,63,68,24,45,83,24,25,25
92,50,47,45,52,48,82,67,23,45,72,61,65,65,17,46,85,19,29,31
86,52,41,57,40,50,73,64,23,38,81,59,62,73,19,55,83,24,30,32
90,55,51,57,44,56,78,68,21,38,72,63,62,74,20,42,77,21,34,25
88,61,55,57,50,47,81,52,22,43,68,63,64,70,18,50,77,15,26,38
93,47,45,56,54,50,71,64,25,45,67,69,64,71,21,46,79,13,36,33
94,41,50,50,51,49,87,70,34,41,71,59,66,64,20,44,68,13,42,25
81,50,48,61,58,40,73,74,27,36,85,66,66,70,21,48,81,14,29,24
93,57,57,52,51,51,70,66,22,43,76,67,61,65,17,43,87,19,30,25
98,47,43,49,44,46,79,67,21,43,67,67,67,69,19,55,76,22,33,30
91,46,54,44,48,36,71,62,26,43,80,68,60,68,25,52,84,17,33,30
77,55,48,57,54,48,84,68,26,35,76,62,73,61,19,46,79,22,29,24
82,55,54,58,55,51,72,54,29,43,74,54,65,71,19,46,75,16,33,31
87,50,52,47,51,41,73,69,21,41,82,69,57,70,23,50,83,17,31,28
93,48,48,59,51,48,74,64,24,41,77,61,62,66,18,55,72,25,23,31
94,57,48,50,47,47,77,60,31,39,70,64,62,64,21,52,79,14,30,32
94,50,45,57,42,41,73,71,21,41,63,72,61,67,20,56,78,19,46,28
95,47,53,46,52,43,83,56,33,36,73,67,57,82,21,47,76,26,24,30
84,52,51,58,54,43,76,71,30,36,69,63,60,74,21,45,71,16,35,35
87,50,46,48,51,50,87,67,28,37,72,63,68,68,22,47,73,23,27,29
91,59,41,51,42,48,73,66,19,36,77,64,73,72,24,53,80,20,26,28
91,56,46,55,51,45,76,63,20,45,73,63,55,72,20,43,84,21,32,32
97,50,50,54,50,43,76,60,24,40,72,57,63,67,23,45,90,22,24,30
84,48,41,60,45,44,82,63,21,34,67,60,69,72,25,52,81,20,47,28
87,55,42,48,49,50,76,55,20,35,77,59,62,75,19,48,92,19,35,34
96,46,50,48,56,45,85,65,19,39,69,55,56,70,23,57,80,15,38,34
90,55,46,48,50,49,84,63,21,38,67,57,61,68,23,46,87,18,31,35
86,42,55,63,47,48,79,65,19,38,74,63,65,66,19,40,75,20,42,34
89,52,53,49,47,46,80,68,25,35,79,58,57,70,17,48,83,22,27,27
85,44,49,55,43,39,74,56,19,37,71,66,70,79,20,54,81,17,37,36
93,46,43,43,46,57,77,62,31,36,75,64,64,68,28,47,74,22,24,37
84,55,53,55,43,44,81,61,23,40,77,63,64,66,19,53,82,18,34,26
92,50,45,47,50,35,75,59,25,51,77,67,64,68,16,45,82,24,27,32
90,37,51,53,39,41,83,65,27,43,72,75,54,71,22,49,76,18,44,31
84,54,48,48,51,48,84,57,19,42,79,58,72,60,18,59,79,15,35,34
87,66,54,45,43,55,73,63,25,41,74,61,60,64,22,51,78,20,35,28
97,56,46,51,47,52,78,60,24,31,73,62,61,70,20,55,78,20,32,28
87,56,45,64,51,51,73,70,23,36,68,58,60,70,22,54,87,17,32,23
92,54,44,59,48,39,79,59,23,39,78,70,59,70,17,50,83,22,37,30
94,53,46,56,60,48,84,57,32,31,66,56,59,71,19,48,85,17,31,29
88,56,45,52,56,53,81,64,30,35,79,63,59,75,20,41,75,23,29,29
87,63,47,54,53,48,80,60,23,39,64,55,73,69,25,44,86,19,30,29
99,55,46,46,62,44,70,50,26,41,73,63,66,69,21,40,83,21,32,31
86,47,45,63,42,51,74,58,35,46,77,64,60,65,21,41,79,20,30,33
88,54,47,57,40,49,74,64,26,50,69,59,67,63,21,49,86,14,30,31
88,56,47,67,48,42,76,56,35,48,66,63,55,72,16,48,80,19,32,31
88,64,43,56,53,50,78,62,23,34,64,58,61,77,29,55,76,16,23,33
82,51,50,53,47,46,85,63,23,41,78,61,63,55,22,50,81,18,28,34
95,43,42,53,54,43,78,68,21,36,69,64,65,78,19,52,76,22,31,32
76,58,49,58,41,44,73,73,29,43,78,59,66,64,23,48,81,22,25,27
89,44,45,54,49,50,78,74,27,36,78,65,56,66,14,49,86,18,32,30
89,56,51,55,51,44,84,51,26,41,69,65,60,72,25,49,82,15,27,30
92,58,54,53,41,47,76,57,35,43,77,57,62,74,21,56,70,15,28,30
93,52,46,50,48,45,82,64,28,43,80,65,58,68,19,43,83,21,30,32
93,54,47,54,44,50,81,66,29,37,76,53,62,68,18,57,83,25,25,30
92,61,55,54,45,45,76,61,20,48,65,58,62,66,24,48,74,20,31,33
