"Inter","Verona","Empoli","Torino","Bologna","Udinese","Napoli","Roma","Cagliari","Sampdoria","Atalanta","Lazio","Fiorentina","Juventus","Genoa","Sassuolo","Milan","Salernitana","Spezia","Venezia"
93,46,46,60,57,45,75,58,23,44,66,59,70,67,22,41,81,15,40,29
97,48,47,59,44,48,86,56,35,45,70,67,54,67,25,37,78,18,30,38
92,54,46,59,51,45,86,61,26,34,64,59,59,75,18,51,82,21,28,38
92,53,44,56,51,42,74,72,32,39,76,60,53,69,16,47,79,15,34,37
89,40,47,53,49,52,80,57,23,42,71,56,68,75,19,55,85,20,35,30
93,46,50,57,46,42,83,53,29,42,70,63,65,72,23,43,89,23,26,27
90,60,44,56,41,42,77,60,27,38,78,72,63,67,21,48,78,22,32,28
88,51,49,58,42,35,76,62,24,44,84,60,66,60,26,43,76,21,32,37
91,56,41,51,59,42,74,64,20,45,69,61,67,61,27,47,88,20,32,29
92,48,35,54,43,49,64,64,33,40,76,74,64,73,18,49,80,17,36,37
88,44,53,48,53,40,80,66,18,42,70,68,66,75,24,51,74,21,25,33
85,64,48,57,50,43,79,64,27,42,65,53,66,70,17,47,86,18,32,28
91,60,41,54,45,54,85,60,27,40,71,56,61,65,23,47,72,21,41,27
84,46,49,55,53,41,78,65,21,44,71,58,58,70,25,48,84,22,30,37
86,48,50,52,43,43,81,53,23,41,70,64,61,67,25,52,79,18,36,40
92,51,42,47,47,45,73,65,27,40,76,59,60,71,23,53,84,19,34,34
82,47,49,54,48,47,80,70,34,41,75,58,71,58,22,47,88,21,27,29
88,59,42,55,55,40,84,57,26,46,64,61,61,72,20,55,84,20,33,27
89,50,48,62,52,52,72,62,18,48,75,59,55,62,24,44,83,24,28,25
89,51,44,55,45,51,79,55,33,32,71,60,64,69,20,48,77,24,33,37
93,54,44,52,53,51,74,62,22,36,74,57,67,68,26,49,76,17,32,32
85,45,48,61,56,46,86,60,21,40,69,66,61,65,29,49,79,18,26,34
80,51,50,56,56,51,66,58,26,45,69,57,62,66,27,47,87,17,28,32
80,57,45,53,51,50,75,74,38,29,77,59,59,69,20,55,79,11,34,31
85,40,44,55,53,40,78,68,26,40,75,63,61,71,25,49,79,23,37,26
89,49,47,51,48,47,82,66,23,40,75,58,60,69,23,48,84,14,31,34
93,51,42,61,50,42,69,59,31,43,79,66,58,65,23,46,89,24,22,34
89,58,41,50,44,44,86,69,21,38,73,66,63,65,23,51,77,19,31,29
85,52,42,52,49,53,69,58,28,44,66,68,66,70,22,44,85,24,39,31
95,52,45,54,56,45,85,63,24,37,69,53,67,76,17,48,84,23,24,28
92,53,62,50,51,43,85,61,24,42,67,61,51,73,21,39,80,18,41,32
90,59,38,48,60,38,80,64,26,40,64,61,70,79,18,52,77,20,25,29
90,57,54,55,48,50,80,76,21,49,69,60,58,69,17,44,69,20,31,34
87,50,45,52,41,48,75,67,33,40,81,69,55,82,22,49,77,19,29,29
88,50,54,63,41,50,70,54,28,43,69,62,65,69,19,51,79,19,31,29
89,51,45,54,40,40,85,65,25,41,70,72,65,69,24,58,74,17,31,30
88,47,49,57,42,53,77,59,26,39,74,58,68,73,17,46,74,26,42,26
92,62,40,48,45,38,78,64,32,41,71,69,59,67,21,47,82,23,33,27
89,46,49,48,45,51,78,64,23,38,77,57,73,70,25,47,80,17,30,28
94,48,51,48,50,53,71,65,24,34,64,50,73,64,33,48,83,16,30,36
80,61,46,49,52,47,94,58,27,36,72,65,64,66,20,44,79,16,35,24
82,47,46,44,51,53,75,63,26,39,86,61,63,73,20,51,78,15,26,39
96,55,48,52,51,44,77,71,21,36,67,57,59,73,28,47,77,18,33,30
86,52,40,62,47,51,82,56,28,45,72,66,60,65,23,46,88,18,30,23
89,46,47,53,53,50,85,66,28,43,71,55,58,70,21,53,78,13,28,27
85,54,43,55,46,47,74,67,32,40,82,54,61,69,17,55,81,19,35,31
92,40,59,49,53,52,75,64,23,42,68,61,59,69,22,44,87,19,27,34
87,56,51,59,52,48,75,59,25,36,72,61,60,57,25,50,75,19,28,28
84,48,47,56,52,50,70,61,28,27,78,65,68,74,21,43,88,25,33,23
90,52,48,55,51,57,69,55,30,38,74,52,58,69,24,46,85,18,33,34
87,63,41,54,57,47,80,58,30,35,69,57,65,75,20,45,85,18,31,32
92,49,50,60,45,50,81,62,20,42,72,57,62,68,25,45,76,16,27,32
85,49,45,59,42,46,85,69,31,45,62,65,61,66,25,48,79,18,35,35
88,52,40,52,58,44,76,65,21,33,76,60,54,71,29,54,81,16,38,31
89,41,53,60,44,55,84,56,20,38,71,61,67,69,26,42,79,12,39,30
93,56,47,56,52,47,81,56,17,34,71,66,71,76,18,44,76,26,38,27
79,59,57,48,50,44,79,70,23,40,79,65,57,67,21,50,71,26,30,30
88,50,40,50,41,59,81,58,29,41,73,60,75,70,24,46,83,23,29,28
93,47,55,61,57,39,76,57,31,38,72,73,64,73,21,45,82,19,29,28
83,52,56,52,53,49,83,60,25,42,68,56,67,64,17,44,84,19,28,34
82,49,50,54,44,53,83,54,31,37,69,57,67,66,21,50,75,22,33,39
89,47,45,52,51,42,80,64,29,41,72,71,61,68,25,46,85,22,27,26
88,52,51,58,44,56,84,55,27,45,69,69,63,68,22,40,82,19,23,38
94,54,44,53,43,49,83,62,29,36,67,60,66,68,21,48,83,21,37,31
87,44,50,58,57,45,82,63,23,42,78,62,64,63,22,45,74,14,26,29
86,45,48,56,58,43,71,62,18,41,77,59,57,64,25,58,86,22,26,36
86,45,51,58,44,49,78,62,24,42,80,63,69,71,21,47,80,21,24,31
93,58,42,48,52,43,79,67,24,41,77,62,56,63,25,36,89,19,35,29
93,47,39,50,50,57,79,62,28,26,78,62,78,70,23,44,74,16,33,31
91,49,49,47,55,44,75,66,26,38,75,63,57,71,24,44,72,25,32,23
90,56,39,61,46,46,88,55,31,47,65,66,53,74,19,54,78,23,29,28
91,59,43,46,44,42,72,59,21,41,74,65,63,75,19,46,87,24,38,32
84,67,44,55,51,35,78,66,22,33,70,56,63,70,20,56,79,24,42,29
89,49,44,49,46,55,76,58,29,29,82,67,66,68,29,37,84,21,28,31
91,49,40,62,58,47,79,59,25,34,70,66,58,74,19,42,87,19,37,27
87,56,48,57,50,45,84,66,30,37,66,54,66,65,21,42,78,17,35,35
90,52,45,59,50,43,79,62,33,36,76,60,64,67,19,53,81,14,34,27
96,45,45,48,49,46,80,63,36,40,63,59,69,82,20,46,91,23,23,29
88,50,45,54,47,43,78,55,27,41,73,58,65,71,25,52,75,19,31,29
93,52,42,56,53,46,86,63,25,33,78,71,52,75,21,56,77,15,32,28
91,56,43,47,43,44,83,53,23,39,71,58,66,74,26,53,79,22,36,39
89,43,43,62,42,46,88,66,20,38,75,68,55,73,24,51,78,22,36,32
87,49,43,57,49,42,75,55,27,40,72,68,69,65,25,46,78,18,36,28
88,58,51,64,47,57,72,57,26,33,66,59,59,68,21,54,79,20,23,33
75,45,44,50,50,53,85,62,30,43,71,61,51,78,20,50,75,17,34,38
86,50,37,50,45,50,84,74,33,38,74,56,59,68,22,47,76,21,29,33
80,52,54,49,55,52,79,71,24,37,68,60,68,73,20,49,78,21,28,25
94,50,43,60,57,41,74,60,22,44,65,67,54,76,27,50,75,22,28,34
93,46,47,60,44,41,68,58,26,35,72,68,56,70,23,53,84,27,37,33
89,51,55,47,41,49,74,60,28,49,78,74,70,62,21,43,80,13,31,26
95,51,42,60,47,43,80,69,24,46,68,62,68,60,20,40,78,24,27,34
90,49,50,55,48,47,81,57,23,45,76,55,65,72,24,43,82,16,31,31
84,50,43,47,50,59,76,66,28,41,67,53,62,68,25,50,82,21,31,36
87,49,53,50,52,43,74,66,29,44,76,54,68,63,24,52,72,21,29,31
94,55,51,55,42,37,76,68,29,34,73,70,64,66,19,50,78,20,27,34
88,51,48,57,49,47,79,61,30,33,81,52,66,73,26,45,79,20,33,28
84,56,48,49,45,54,76,73,30,34,79,66,54,66,23,45,81,17,32,32
90,49,53,58,53,49,77,57,30,35,67,58,71,69,20,50,76,17,35,25
91,54,55,55,53,43,73,59,23,39,70,63,62,59,30,57,86,19,28,29
97,56,48,47,52,49,82,65,28,32,63,56,64,72,29,54,82,21,27,26
87,48,44,60,49,39,78,68,23,45,59,63,72,74,23,61,80,20,30,23
82,54,47,55,45,55,76,61,27,41,74,62,63,65,24,40,77,17,30,38
81,58,40,56,47,47,81,66,28,31,64,66,71,67,25,48,81,16,32,31
87,56,41,55,52,49,79,60,28,32,68,62,62,75,25,47,77,18,34,37
82,55,49,50,52,46,80,68,25,39,80,59,59,67,16,49,85,20,29,28
88,47,52,48,46,67,75,63,27,42,71,58,64,66,18,57,65,19,31,34
85,53,48,55,53,38,80,68,25,49,75,65,68,59,21,46,83,20,29,31
91,56,42,48,44,47,90,64,32,46,77,57,53,67,15,44,81,16,34,41
90,55,51,56,47,45,72,67,28,37,63,69,65,62,25,50,82,21,30,24
92,58,40,48,49,50,81,57,24,43,65,61,59,70,23,48,82,22,41,25
93,48,53,56,48,54,69,63,27,48,62,57,49,66,24,57,89,20,34,21
93,54,47,47,53,51,83,56,27,38,64,64,53,70,21,51,70,24,36,31
85,57,47,44,52,42,80,58,33,40,67,55,69,71,22,59,79,20,31,31
92,48,38,52,49,50,78,56,22,41,79,61,72,71,18,51,87,22,34,26
95,57,45,56,55,41,77,59,19,34,64,58,63,71,25,49,82,20,35,35
96,43,46,46,55,45,77,68,33,34,70,71,57,74,18,37,86,18,33,31
83,51,46,52,42,50,74,63,20,41,75,60,67,64,23,55,85,15,37,29
90,49,46,58,52,49,85,68,25,35,73,57,60,68,22,44,84,16,28,27
84,48,49,50,50,52,85,61,21,38,77,63,63,75,25,48,82,18,38,22
91,53,45,43,49,45,84,54,24,45,75,60,54,71,23,52,81,18,30,37
85,54,51,58,47,43,67,60,23,42,78,56,66,72,18,43,81,22,28,34
75,52,45,50,51,42,84,63,23,37,83,70,59,68,19,48,85,14,40,36
97,45,51,48,51,54,75,54,25,41,70,68,69,79,18,44,75,22,34,26
98,51,57,54,52,48,78,50,28,34,70,66,64,59,27,35,78,23,38,29
96,58,52,57,47,40,72,66,25,35,65,53,66,77,20,48,78,21,34,34
91,45,51,57,50,42,81,61,19,39,67,71,58,67,19,49,85,22,31,33
92,51,47,46,41,45,72,61,38,40,76,53,64,66,23,53,83,15,36,33
93,53,47,55,49,44,77,63,22,41,74,68,53,75,19,53,82,23,28,25
87,50,45,53,45,53,81,70,28,38,63,70,69,66,18,47,75,20,29,30
84,49,47,48,50,42,75,60,28,38,76,68,64,67,22,44,74,15,38,35
75,50,35,54,55,49,78,71,36,39,68,70,59,69,24,49,78,13,31,26
90,51,55,56,49,50,86,62,23,34,64,60,72,64,22,43,76,14,44,29
91,43,53,47,48,50,83,56,26,43,73,63,52,59,28,50,85,26,33,28
89,51,42,56,45,48,80,74,28,39,70,66,58,75,23,46,77,27,33,26
87,44,45,57,53,56,83,61,26,45,75,53,60,68,21,43,77,17,34,31
78,46,45,58,46,44,76,67,29,39,69,63,59,78,25,59,88,19,27,35
93,49,61,58,40,37,77,60,26,42,73,63,66,65,23,45,80,22,30,36
91,55,49,49,56,53,81,60,33,38,77,46,59,71,23,52,73,22,29,28
88,51,50,46,48,53,73,64,23,32,80,63,67,62,21,57,81,17,43,28
99,60,49,46,55,48,64,67,30,37,71,56,72,69,22,48,83,15,19,32
87,48,49,52,46,42,76,72,20,46,67,55,64,63,21,50,81,26,38,34
82,58,46,55,50,43,78,62,34,38,78,60,64,70,22,47,77,18,37,23
89,56,43,51,55,40,79,64,33,40,73,56,61,70,20,49,79,22,33,28
82,60,42,48,51,40,83,73,20,40,62,58,63,57,23,60,80,21,33,28
93,41,48,55,53,42,72,54,35,33,76,61,67,65,24,54,79,17,30,33
89,52,44,56,50,44,81,66,32,46,65,66,64,70,23,37,79,19,33,28
95,54,39,49,46,41,85,65,37,40,68,60,64,66,31,49,78,20,29,23
85,55,46,56,51,40,75,65,19,33,71,57,64,73,23,60,80,22,25,37
90,55,44,45,46,50,86,61,27,35,70,63,59,56,28,53,81,18,35,32
88,48,51,55,51,49,80,64,25,40,73,61,63,64,18,51,76,20,26,39
85,50,48,48,52,50,79,67,29,38,77,51,64,73,18,47,83,20,33,33
86,54,44,50,51,46,78,67,18,38,72,64,62,63,23,51,87,25,31,28
93,52,50,59,55,48,75,67,29,37,73,57,63,54,22,39,77,24,37,29
95,57,51,58,52,46,74,67,21,35,64,67,58,61,25,47,77,17,36,28
84,65,51,48,48,45,80,59,27,40,79,59,60,62,19,53,78,18,31,35
88,52,40,55,50,50,82,74,20,39,72,66,59,68,18,44,78,27,31,31
94,51,49,56,44,45,85,72,25,36,75,66,67,54,20,47,72,26,39,25
88,50,53,50,49,44,73,67,27,39,69,69,59,64,21,51,75,17,34,26
87,49,40,54,47,50,78,63,25,40,69,69,66,58,23,46,88,18,34,30
84,53,48,52,56,42,83,62,28,31,75,59,64,70,18,51,76,23,32,30
83,57,41,57,54,53,75,61,29,42,70,59,60,68,22,50,80,20,34,27
87,53,54,53,48,42,80,66,32,30,75,56,63,67,23,58,74,21,30,30
83,52,55,59,49,43,76,59,31,40,78,67,53,70,17,53,70,18,32,35
87,58,52,56,52,56,78,62,29,34,71,61,59,71,20,44,77,16,30,30
96,55,42,52,49,47,77,68,20,39,69,63,61,68,26,51,75,15,26,38
91,59,43,49,44,46,81,67,29,39,78,60,63,64,23,37,83,18,35,28
91,47,49,58,55,43,85,55,29,41,65,72,57,67,25,49,75,13,32,33
93,59,47,53,46,42,78,56,28,34,79,70,63,68,20,49,74,19,37,25
84,51,46,49,45,41,74,74,31,47,76,59,58,59,22,48,83,22,30,33
93,47,48,47,52,43,73,60,23,48,69,54,68,71,21,53,79,26,26,35
97,55,50,59,42,47,81,64,22,37,69,59,65,58,23,52,70,17,29,37
93,48,46,56,49,54,79,60,27,36,73,60,56,71,28,46,76,18,31,31
81,56,49,44,49,50,85,63,31,46,82,53,63,59,26,49,79,12,35,32
85,49,52,55,43,43,78,63,19,47,59,63,60,79,18,58,84,15,36,29
90,50,47,58,46,45,73,61,25,35,74,57,73,74,16,54,77,17,31,41
86,59,45,54,60,43,79,53,26,34,73,55,72,62,17,49,82,25,30,34
83,50,45,48,49,50,85,59,24,40,65,51,64,76,31,47,83,20,35,27
88,61,44,59,57,48,81,67,23,34,61,57,64,65,21,51,77,20,33,28
83,49,38,51,52,55,72,59,27,48,74,65,58,62,24,51,87,20,38,31
85,49,50,47,54,52,80,64,29,42,69,71,51,60,19,56,82,23,29,27
83,44,50,53,41,48,82,66,31,38,57,69,61,72,26,49,76,20,36,29
88,42,49,50,49,45,78,68,22,39,70,63,61,67,20,54,82,19,36,36
93,57,43,50,63,54,76,57,20,39,67,68,65,76,21,54,70,10,31,31
93,59,52,59,47,54,72,61,25,37,66,53,66,68,18,49,76,27,30,30
89,54,43,52,50,45,84,77,30,37,68,63,69,61,25,49,79,15,29,24
82,51,50,44,54,52,77,61,31,38,78,71,60,71,19,43,78,25,26,35
78,54,46,56,45,42,73,69,22,37,72,64,70,76,19,53,85,20,25,29
89,45,55,54,56,49,78,61,30,40,68,57,61,66,20,42,76,17,31,32
86,59,46,50,49,42,76,67,28,37,76,53,63,70,19,50,81,21,35,31
85,62,44,50,57,42,86,62,18,43,74,64,68,66,18,46,79,20,25,35
89,44,50,59,53,46,76,66,21,41,60,56,63,77,22,40,72,23,31,33
95,46,52,50,41,46,72,60,27,43,68,73,65,68,29,49,83,14,31,38
98,56,46,52,46,42,82,52,22,41,73,62,59,75,27,50,86,18,29,28
93,59,46,55,48,43,84,65,31,29,70,63,59,67,22,52,75,21,29,35
84,56,57,54,41,47,78,60,30,34,75,61,60,72,26,49,88,14,28,25
97,68,48,52,52,48,70,65,20,33,61,69,69,66,17,50,79,26,31,27
87,51,48,54,56,52,79,63,30,37,71,73,54,68,23,45,78,18,30,32
94,50,44,48,62,46,76,61,23,52,64,58,56,65,25,49,84,25,31,27
85,48,50,53,46,49,78,62,23,44,77,59,64,62,27,47,83,18,30,35
87,52,52,44,54,42,78,69,22,38,70,63,64,73,22,51,73,19,34,38
97,53,46,56,47,47,84,61,25,41,79,68,67,72,25,42,74,15,27,26
91,44,50,59,46,47,83,65,22,37,71,62,63,74,18,51,79,23,30,28
80,57,56,58,51,57,79,63,23,36,71,60,65,53,24,50,78,16,33,27
90,47,45,59,54,47,78,59,33,39,74,58,65,70,22,56,74,15,24,28
88,43,54,52,49,43,75,64,26,43,69,64,58,71,19,50,82,30,37,29
85,61,45,55,53,40,74,59,26,46,62,76,59,73,24,43,85,14,31,33
83,58,51,42,52,51,67,67,25,44,76,58,57,68,21,49,74,22,26,27
82,58,43,55,51,52,73,60,21,44,64,69,66,64,22,42,82,21,41,26
79,56,46,49,45,51,77,58,24,44,70,62,52,72,15,52,81,26,32,31
70,57,53,55,47,57,82,63,25,33,73,53,60,78,29,50,79,19,30,29
86,58,42,64,43,52,77,60,20,42,72,64,59,65,25,50,79,24,33,23
92,51,45,56,46,55,78,65,27,39,76,61,62,76,19,43,76,17,30,32
83,45,42,55,50,48,74,63,25,43,86,60,64,68,28,43,81,20,37,31
83,47,36,43,48,45,79,55,24,44,75,69,65,74,20,55,80,23,37,36
77,52,47,52,45,53,77,62,28,39,78,67,48,72,18,48,84,13,33,33
86,46,46,62,50,50,80,59,24,38,71,74,63,67,22,49,82,22,35,21
96,58,49,55,48,40,80,61,24,45,62,57,61,68,23,49,81,20,36,31
85,53,45,54,56,54,86,57,21,47,71,55,63,64,21,44,72,16,37,32
84,60,43,60,48,45,82,62,30,30,70,56,58,71,27,47,78,15,33,30
88,49,47,47,53,50,77,65,22,33,65,62,58,73,24,53,83,25,31,37
93,53,51,41,49,57,86,63,27,34,70,64,60,68,23,45,83,21,31,27
88,43,52,49,52,52,73,53,24,40,72,66,61,68,23,53,82,16,36,35
77,56,44,45,48,51,82,55,18,35,72,71,70,69,18,46,82,23,36,45
81,57,39,55,57,45,78,60,26,43,80,63,52,77,21,45,72,18,25,35
90,51,56,57,48,32,80,66,24,39,71,57,65,63,20,48,74,22,42,35
90,47,45,54,51,46,83,61,32,39,77,62,59,74,18,39,79,23,33,27
90,45,44,52,41,49,73,70,22,41,75,66,68,69,19,52,72,20,46,32
89,53,49,49,52,41,83,57,31,37,66,57,66,70,22,56,83,19,30,27
84,53,49,40,47,57,81,62,30,33,74,62,67,69,22,43,78,20,32,33
96,43,52,58,50,42,75,64,30,36,72,51,69,73,29,48,74,23,27,28
91,54,42,59,52,47,79,59,29,43,71,60,57,68,26,41,81,18,32,25
96,62,41,54,54,51,69,59,31,39,79,70,63,64,16,53,72,21,28,31
89,55,42,54,51,41,79,69,25,51,75,57,56,61,22,50,81,22,29,29
92,48,47,52,58,58,78,57,21,43,68,56,57,70,28,48,84,17,29,28
87,47,55,51,57,46,76,56,34,43,75,61,66,62,16,41,76,24,30,23
93,54,55,55,49,48,81,56,29,42,70,59,72,71,19,48,80,18,22,23
85,53,51,54,45,48,76,63,30,26,76,64,65,69,22,46,79,17,32,35
93,41,49,54,58,40,78,61,22,41,69,65,67,80,23,48,69,17,32,26
79,49,47,59,47,43,82,64,34,39,62,64,62,76,21,62,76,15,34,31
91,54,49,56,47,43,86,67,32,33,68,60,53,68,20,43,81,25,35,32
83,56,47,56,53,44,71,75,28,36,70,50,63,68,21,50,82,20,32,27
87,56,42,46,52,44,78,73,37,48,60,64,67,64,23,42,82,17,30,35
87,52,52,60,46,47,77,63,23,44,76,67,60,72,21,39,74,19,26,32
92,54,63,45,46,48,77,62,30,37,74,63,60,65,25,46,73,21,21,36
87,45,49,69,53,46,81,53,30,35,67,64,69,72,20,44,78,24,28,35
97,45,51,56,49,46,77,63,28,36,67,68,52,73,22,52,88,15,35,24
90,56,54,52,43,41,78,66,31,36,71,66,62,65,20,52,78,21,28,30
83,61,47,44,50,50,76,61,35,47,72,57,50,66,24,52,76,21,41,24
86,45,44,59,46,44,81,63,27,43,72,65,70,71,22,44,79,20,28,36
84,58,42,55,46,43,71,64,20,38,77,73,68,66,24,48,81,28,27,30
83,57,43,52,48,45,79,67,27,49,67,55,61,67,23,52,76,23,35,29
88,57,44,46,46,56,76,65,22,35,78,58,72,59,21,53,79,16,35,29
80,63,56,51,50,43,78,63,32,36,74,54,71,74,19,51,87,14,29,28
88,55,46,49,49,40,79,62,23,30,77,61,73,75,20,53,78,20,33,31
87,48,54,60,41,44,73,53,32,31,65,63,72,64,26,50,85,16,36,32
91,54,45,54,46,40,86,58,29,33,69,58,61,64,19,53,77,25,36,36
90,55,49,59,49,39,80,65,33,37,68,63,67,71,17,43,79,18,37,26
87,52,38,48,46,48,80,62,23,43,77,65,64,60,23,55,81,15,34,40
90,50,44,48,52,44,66,66,32,41,67,58,58,69,23,55,83,15,36,32
90,53,56,62,47,44,77,73,22,37,68,51,62,63,23,44,80,23,30,28
86,42,43,54,52,35,73,59,26,42,71,66,60,69,22,55,86,22,39,29
95,55,40,48,48,48,74,65,32,42,77,61,57,64,23,49,67,22,40,34
88,54,41,45,57,47,76,63,20,39,67,60,68,66,22,50,87,25,31,29
85,59,58,49,53,48,74,67,18,45,64,59,60,68,21,48,86,24,33,25
84,58,49,59,45,49,78,61,26,36,68,64,72,67,23,45,82,15,27,32
93,51,48,56,51,51,78,63,28,33,70,64,66,72,18,48,73,26,26,28
85,47,49,54,44,39,82,68,31,41,74,64,62,64,23,50,81,22,31,25
94,57,43,50,54,52,79,54,25,41,71,57,57,67,16,58,78,19,36,34
90,47,58,52,53,43,76,64,28,35,80,60,55,72,24,54,73,24,31,28
91,45,55,52,55,56,82,63,31,43,72,55,64,69,17,58,66,24,25,25
89,44,44,66,45,46,77,58,28,35,80,60,65,66,22,56,82,18,25,29
84,44,48,47,44,53,80,57,29,36,72,59,65,73,24,56,91,23,29,31
87,47,45,58,60,43,82,71,23,41,68,68,59,63,18,40,78,23,38,28
92,58,61,50,48,39,88,64,29,28,59,62,60,76,18,45,84,26,30,35
91,51,51,52,47,49,73,51,30,48,76,59,59,68,21,53,84,23,29,29
83,43,49,51,46,51,73,71,28,29,82,67,61,70,20,57,81,20,31,34
93,56,50,62,40,42,73,60,25,39,70,72,66,77,21,53,71,24,26,27
87,56,49,58,59,47,78,63,22,34,65,65,64,68,21,52,82,20,33,28
92,50,46,45,49,53,73,62,25,37,67,65,73,70,20,51,80,24,25,28
94,54,43,53,59,51,84,59,32,42,69,50,59,62,17,49,81,19,33,31
88,59,50,50,49,49,85,60,25,37,75,55,65,75,20,45,78,19,31,37
74,60,48,51,50,48,77,58,23,35,70,62,62,75,25,52,81,18,37,28
84,47,52,48,52,51,81,59,25,39,70,60,57,67,23,52,83,22,32,33
84,55,49,58,42,55,82,63,27,30,73,61,63,64,33,40,83,11,30,41
94,53,50,48,49,44,71,68,29,46,72,60,64,71,20,45,79,18,29,27
90,61,44,51,46,49,81,59,25,32,73,63,71,59,21,50,79,21,26,33
92,53,46,60,48,52,65,62,29,36,76,55,62,74,23,45,88,18,35,26
93,47,56,56,51,40,74,68,26,43,69,69,68,67,17,39,78,23,31,28
92,52,39,54,54,51,78,61,25,39,77,61,56,71,20,56,90,15,31,26
86,66,42,53,50,39,79,66,24,40,76,57,66,70,22,48,79,20,28,27
93,52,51,57,47,48,75,56,25,39,82,65,60,67,23,50,80,17,31,23
85,54,53,51,51,46,77,70,19,40,68,66,62,68,22,51,87,19,28,31
93,48,50,63,57,39,72,57,28,39,63,64,55,72,24,50,72,21,35,29
86,60,38,60,45,55,76,60,27,41,73,66,57,67,23,54,84,15,29,33
92,50,52,51,42,40,79,63,30,35,61,71,68,72,27,50,73,22,27,32
87,49,51,58,49,50,85,51,28,37,74,58,47,68,25,62,75,22,30,28
86,58,44,48,55,46,73,61,27,39,70,59,62,69,18,48,81,26,34,29
91,53,47,54,60,47,72,59,24,33,73,62,65,73,20,45,75,23,33,29
89,55,56,55,49,39,75,77,28,43,68,63,54,70,24,48,81,21,36,20
87,53,56,52,48,58,78,62,20,35,69,67,67,63,17,50,80,21,30,29
80,57,45,67,44,46,81,61,27,41,80,52,62,60,19,48,84,18,40,25
94,58,52,54,44,42,70,57,30,39,67,64,47,74,29,49,91,19,30,37
93,45,55,51,39,56,72,65,25,50,71,60,67,79,19,45,74,20,29,33
92,53,49,47,44,42,81,66,24,38,73,74,55,72,19,47,86,21,35,25
83,45,43,50,58,40,80,64,27,45,73,56,64,72,26,48,81,16,29,34
89,46,47,57,44,47,67,64,31,47,78,57,64,76,26,50,77,20,36,24
89,47,57,49,46,55,84,55,29,43,66,63,65,67,18,50,77,24,36,25
89,50,39,49,54,51,76,57,30,44,69,67,55,72,23,49,78,22,37,26
94,52,50,52,40,46,76,70,31,40,75,61,58,69,18,42,79,18,35,30
93,54,45,55,52,46,80,66,21,35,68,64,67,75,22,44,89,18,31,26
88,48,47,51,50,48,82,68,26,39,63,62,64,68,16,50,78,20,39,34
91,46,49,56,46,48,76,71,29,42,80,54,67,63,26,47,73,21,26,28
85,42,43,52,48,58,81,61,30,34,74,67,57,66,19,55,78,20,38,32
91,56,54,55,54,45,81,59,24,31,72,65,62,62,21,49,85,17,35,28
90,50,57,48,40,38,80,62,19,36,76,66,65,63,29,52,81,21,37,32
90,55,49,53,58,47,69,72,25,42,65,74,53,59,20,52,67,22,34,27
97,51,44,54,50,49,78,65,30,34,73,70,54,59,24,53,81,24,30,29
90,56,43,59,50,43,76,64,24,32,72,52,70,69,25,52,80,25,26,30
92,54,49,52,53,39,74,59,23,36,69,64,66,72,16,49,83,18,36,40
84,48,52,55,56,49,74,63,23,35,77,64,56,69,27,42,77,21,34,30
83,45,53,54,47,39,72,71,27,47,73,59,57,66,19,54,80,16,40,41
87,57,50,55,48,41,73,66,26,39,76,59,70,70,24,44,81,24,23,30
92,57,50,53,44,51,73,62,21,48,76,58,63,61,20,48,87,22,31,25
90,56,51,52,48,46,69,72,21,36,71,55,64,60,22,51,86,16,40,29
88,55,40,52,41,43,75,58,28,41,71,75,53,73,21,54,80,17,31,40
92,47,43,53,49,57,85,58,26,38,70,58,64,69,20,49,75,22,35,30
84,42,37,51,54,39,79,73,27,43,67,64,62,66,27,42,79,18,26,42
85,47,46,56,44,46,73,61,21,40,79,71,65,72,19,50,77,27,30,34
76,50,48,51,52,48,79,70,34,38,71,62,59,68,18,53,89,18,33,28
92,50,42,52,43,45,73,62,32,40,76,60,67,67,23,53,76,20,31,31
88,47,46,57,52,54,90,70,19,45,66,57,61,64,25,63,76,14,27,32
84,48,45,52,49,50,80,64,30,40,71,58,57,68,20,53,83,16,29,30
84,52,45,44,45,42,79,59,32,45,74,58,67,73,18,45,83,16,45,32
88,51,47,57,49,46,77,58,25,39,61,63,61,67,27,49,81,28,32,32
87,58,45,51,50,43,80,77,21,38,71,65,61,74,21,56,78,23,25,26
86,57,44,63,45,41,66,75,24,45,69,60,57,67,24,51,78,17,39,30
88,48,55,60,42,55,81,59,34,38,63,62,64,63,22,52,71,22,34,30
89,53,43,49,43,39,83,67,25,54,73,67,51,64,26,50,84,24,34,30
87,47,46,47,50,49,77,63,29,45,71,60,70,74,24,43,80,19,25,31
84,48,54,52,46,48,75,64,31,38,68,67,66,73,20,42,79,19,35,28
84,45,42,51,44,51,75,68,17,38,78,72,59,75,23,49,80,27,31,32
88,48,41,60,47,61,82,59,26,38,60,68,65,69,22,48,70,25,28,42
93,50,51,49,42,46,82,64,22,40,74,61,56,64,22,44,78,34,31,33
82,53,44,54,49,52,71,68,28,46,81,55,67,75,18,42,77,18,35,29
93,53,49,44,53,52,71,56,26,46,72,61,59,69,21,51,75,19,28,30
89,50,44,56,56,51,77,57,30,40,78,52,69,66,25,45,84,14,35,31
88,43,45,53,51,47,78,61,29,34,70,65,57,72,23,45,80,25,37,34
