"Inter","Verona","Empoli","Torino","Bologna","Udinese","Napoli","Roma","Cagliari","Sampdoria","Atalanta","Lazio","Fiorentina","Juventus","Genoa","Sassuolo","Milan","Salernitana","Spezia","Venezia"
83,49,46,56,56,36,92,64,23,48,73,74,61,65,23,45,79,17,27,32
94,67,43,52,47,40,76,60,24,34,70,59,61,71,20,55,79,23,34,36
84,51,45,48,47,47,73,64,21,46,67,67,52,66,21,56,84,19,45,33
90,67,43,51,49,43,83,65,26,50,67,53,64,64,20,51,73,25,33,29
86,55,42,56,48,57,81,64,26,38,67,62,67,73,19,50,79,24,25,28
82,49,44,56,47,49,78,64,27,37,69,63,67,70,24,42,87,19,33,33
94,48,59,55,49,42,79,60,20,41,73,64,60,62,19,50,78,30,26,29
86,65,39,52,57,40,70,63,26,37,78,54,70,72,28,57,75,16,29,34
94,44,47,48,58,47,72,64,20,49,84,59,68,56,17,44,82,14,39,39
86,50,41,53,47,46,69,60,35,42,75,68,73,69,25,42,83,21,30,25
85,52,44,50,44,37,84,61,27,39,77,66,63,74,32,45,82,16,36,32
91,57,56,60,48,43,77,60,22,34,67,68,67,60,23,49,86,14,29,32
91,50,46,56,57,37,78,64,32,38,69,65,55,62,25,53,77,16,39,34
88,57,44,52,48,49,81,66,27,38,64,49,60,71,21,53,85,22,32,30
91,42,46,47,57,41,85,54,25,36,83,62,67,67,17,57,87,25,31,29
83,55,50,56,51,46,81,70,23,41,74,62,63,65,23,46,82,20,25,28
84,51,50,63,54,52,81,65,25,34,71,53,59,70,18,43,80,15,33,33
92,52,39,49,47,50,76,67,29,43,72,53,57,69,25,50,83,19,30,37
92,47,48,57,59,43,82,62,31,40,67,59,71,65,16,49,77,17,34,27
84,50,45,57,45,47,76,68,26,31,69,60,58,66,21,57,83,24,39,29
93,56,52,50,50,47,68,69,24,36,72,54,66,72,20,51,82,19,27,31
83,47,52,49,58,40,84,67,30,36,66,65,63,66,19,46,76,22,36,30
73,56,46,50,60,49,83,60,28,34,74,55,70,69,25,44,71,16,33,30
89,55,43,56,47,47,77,64,27,43,77,64,57,63,24,51,82,25,24,25
79,50,47,57,55,44,79,57,24,44,67,65,56,78,23,59,79,20,31,30
83,49,45,52,55,40,76,59,31,40,68,62,71,67,23,44,77,19,42,35
93,44,50,52,48,44,81,55,27,47,71,64,66,69,20,48,78,16,39,31
87,51,43,50,50,44,73,63,27,41,76,58,63,76,28,53,85,16,27,24
85,58,46,60,44,41,81,68,30,32,68,55,61,62,26,52,82,22,28,33
88,50,53,54,57,47,78,52,27,39,76,62,59,67,20,54,79,18,36,24
88,57,43,51,49,53,81,69,17,31,74,70,58,77,24,46,83,18,31,25
85,55,47,58,50,54,78,52,25,38,75,60,64,72,20,45,79,20,36,29
82,47,57,50,50,36,86,69,21,40,67,57,63,69,23,58,75,22,30,30
88,55,55,50,45,43,82,62,22,32,66,72,60,65,23,49,81,23,34,25
85,46,45,47,41,59,74,62,30,37,69,57,69,74,24,56,75,20,39,25
80,40,48,45,43,52,72,71,23,46,80,71,56,67,19,45,84,21,37,34
84,50,51,49,51,48,85,55,27,39,72,71,62,66,20,48,77,23,36,27
88,52,52,50,49,44,82,61,27,38,70,70,54,73,22,48,84,15,32,26
88,55,42,53,57,51,78,59,24,50,73,64,59,61,22,41,76,23,33,31
89,51,46,59,44,52,76,63,28,33,74,58,65,75,21,42,76,22,32,33
92,54,45,44,59,40,69,58,23,35,80,70,54,74,25,52,76,24,32,38
86,50,51,50,52,56,73,66,24,43,75,60,72,65,19,47,62,23,29,27
87,49,51,60,52,43,69,63,23,38,76,67,61,73,20,47,86,16,33,30
90,60,45,52,59,43,83,64,24,38,72,62,55,62,24,44,88,14,32,34
87,53,49,48,43,42,75,66,24,44,69,61,61,69,22,43,84,21,35,37
97,49,48,53,46,50,80,64,38,49,72,55,53,70,20,45,70,16,36,25
90,47,49,46,51,48,77,65,29,34,69,66,68,72,18,45,78,17,27,38
90,49,51,42,51,58,79,60,30,36,73,58,62,76,20,48,72,22,28,30
92,53,44,52,47,44,86,69,28,33,76,51,66,75,32,53,81,12,31,25
88,50,46,55,49,50,75,64,25,38,71,74,59,76,19,40,78,20,30,30
90,53,43,42,54,46,77,63,28,39,74,64,62,72,25,43,82,17,30,36
82,61,49,50,48,40,78,67,30,41,72,51,66,69,24,54,75,21,34,25
86,56,42,55,56,39,66,63,25,38,74,61,74,73,23,53,73,16,39,27
88,53,38,53,50,39,74,67,28,44,70,73,56,72,24,54,77,21,25,29
93,49,54,57,42,38,80,66,37,37,70,71,61,64,25,59,77,15,30,26
90,49,49,44,49,47,83,56,30,44,74,65,66,67,22,44,77,20,30,30
83,54,57,52,46,53,77,65,23,36,70,60,64,59,22,49,74,21,31,28
84,50,52,53,57,55,71,57,31,44,74,68,61,66,20,51,73,17,24,32
79,52,51,59,51,53,75,64,29,33,71,62,58,71,22,48,83,14,30,33
90,56,47,60,44,45,82,54,19,37,77,65,67,63,20,51,78,17,30,35
87,44,45,57,57,52,70,61,24,40,74,55,62,71,20,60,80,15,36,33
84,58,52,45,41,43,79,74,30,32,73,62,64,61,27,51,79,15,39,29
90,53,53,55,53,46,86,65,29,41,71,62,72,66,20,36,74,16,27,30
90,45,50,56,47,51,77,64,25,41,69,60,58,59,24,56,83,21,33,28
83,45,52,56,58,38,76,60,26,39,69,50,68,78,27,57,70,15,32,33
87,57,49,62,50,48,77,71,27,36,70,66,55,58,18,44,76,20,36,33
90,52,54,47,46,50,80,62,17,42,67,58,59,72,25,43,88,22,31,39
81,49,52,59,49,43,76,58,25,36,73,69,58,79,22,46,78,19,33,34
92,54,47,52,41,54,76,59,27,33,65,63,66,75,22,39,81,20,34,29
83,61,47,52,38,43,79,61,31,38,69,64,66,73,20,48,84,23,36,23
92,41,46,49,49,46,68,56,30,41,68,66,69,71,18,61,75,27,38,32
92,58,55,54,54,43,76,59,31,42,74,70,56,69,19,40,75,20,35,28
85,44,53,56,44,45,78,75,30,38,74,52,60,77,26,43,81,21,30,36
88,52,53,56,60,50,67,55,18,37,65,73,63,77,22,42,80,24,28,34
85,59,44,50,59,48,88,66,18,36,60,64,61,69,25,46,82,24,25,31
84,45,47,48,43,45,86,60,26,34,77,58,66,74,32,50,91,20,30,27
89,48,51,43,46,45,82,67,23,41,68,62,62,69,22,50,78,16,37,34
84,58,43,53,53,51,79,60,28,34,68,67,62,66,20,49,82,21,30,32
89,55,49,54,48,45,78,61,32,45,72,58,61,67,20,53,72,17,31,26
87,50,47,48,47,53,79,62,33,40,75,74,65,68,22,40,72,16,32,29
86,60,47,54,47,52,74,60,29,39,64,69,60,67,24,38,82,16,30,34
94,52,47,51,47,51,79,60,25,40,67,59,62,74,21,40,87,18,32,36
84,48,51,49,52,48,71,67,29,32,75,64,58,72,24,51,81,18,31,28
88,59,41,55,50,45,69,60,22,52,79,61,72,68,17,58,78,21,31,23
93,46,50,63,50,49,68,65,23,43,74,56,58,69,23,55,77,19,36,24
88,48,45,48,45,52,78,69,30,31,81,60,64,59,23,39,80,23,38,31
92,53,45,54,46,49,75,65,25,36,69,63,58,66,23,46,75,27,33,28
84,55,47,54,44,50,77,66,27,41,72,65,64,67,22,50,79,15,29,33
91,58,48,52,49,48,79,61,24,40,74,60,62,70,25,47,80,15,34,24
94,51,58,64,51,43,80,63,27,41,72,60,59,70,17,43,76,18,24,30
87,54,51,57,54,39,79,67,29,35,71,65,54,74,19,43,82,23,33,31
82,57,46,52,45,40,75,67,23,36,74,69,60,75,19,50,87,16,35,32
88,50,53,51,40,46,84,59,25,49,79,56,63,67,23,50,82,27,31,28
92,49,48,59,47,46,79,58,25,36,65,55,59,69,23,55,79,32,33,34
87,59,55,53,53,44,72,66,32,40,65,57,55,80,16,40,83,15,36,29
80,55,43,43,51,44,70,66,25,46,70,57,65,79,19,58,76,25,36,41
88,51,45,48,52,57,75,69,25,36,74,60,55,66,21,55,81,18,34,25
93,56,42,52,51,45,76,66,27,34,71,65,66,64,15,46,80,16,43,30
86,42,58,61,52,43,78,64,24,34,73,67,61,79,20,46,76,19,30,27
94,47,55,44,55,42,74,72,28,37,67,63,57,64,19,49,87,24,31,29
82,51,35,62,55,51,72,66,22,36,77,63,59,62,23,44,75,25,35,35
83,51,41,57,54,48,78,58,30,33,76,63,63,65,21,46,76,22,30,36
90,61,43,60,51,49,76,68,26,46,66,56,62,58,16,55,80,21,29,27
93,49,47,52,52,49,81,58,24,40,76,69,65,68,18,44,87,21,25,31
93,49,44,51,53,43,84,66,25,38,75,56,59,70,26,49,78,18,38,28
94,53,46,46,54,48,63,55,24,37,78,60,70,72,22,51,83,17,31,36
89,62,46,47,50,48,78,59,25,40,75,65,67,69,27,39,77,18,24,32
91,49,53,55,48,39,81,65,29,39,80,64,65,68,17,48,74,18,31,27
91,53,49,55,47,54,80,59,30,39,64,62,63,66,30,56,73,19,22,30
89,46,47,55,43,41,78,70,24,43,74,58,60,71,22,55,87,27,30,31
89,59,54,53,44,49,76,58,26,50,72,55,62,71,22,48,76,20,29,31
91,53,50,48,46,46,82,71,24,38,68,67,65,62,23,49,80,20,26,30
82,53,48,52,58,41,73,69,24,43,77,71,54,76,14,56,89,19,26,29
86,55,51,54,50,47,73,65,31,41,75,55,62,62,22,52,81,17,31,27
86,59,42,56,55,36,79,57,34,31,68,66,55,59,23,52,88,26,37,31
87,46,40,54,50,47,69,63,29,44,84,62,61,67,31,47,92,14,27,32
91,44,39,56,53,46,72,56,27,39,68,66,64,71,21,45,83,25,33,35
84,45,42,53,49,47,81,61,25,38,79,51,75,69,26,41,77,15,43,36
94,50,50,54,51,47,80,66,23,40,73,59,58,73,25,45,79,24,31,25
82,52,44,57,59,41,79,57,29,37,72,57,61,72,23,42,81,21,34,28
85,44,46,42,46,54,75,71,26,34,71,69,57,68,24,55,80,18,38,27
86,52,55,49,43,49,82,67,22,40,79,58,63,75,18,49,75,19,26,38
89,51,51,49,49,46,77,61,28,36,67,55,62,76,26,55,81,20,32,35
84,53,52,46,44,47,79,71,30,36,79,56,61,60,25,50,87,21,31,29
84,52,45,46,58,62,81,70,26,35,74,57,59,63,19,47,78,18,31,29
100,54,48,61,51,52,65,57,22,40,78,60,67,59,16,46,83,18,35,31
93,52,56,55,39,53,80,58,27,44,64,65,62,74,21,45,84,17,31,28
92,49,48,54,58,34,75,59,24,49,69,74,61,68,18,54,71,21,31,33
87,49,49,44,53,51,90,57,21,44,76,66,58,73,18,48,75,24,25,32
91,50,40,52,46,44,79,59,31,41,71,66,62,65,19,51,79,28,28,35
90,45,44,44,54,47,71,63,36,36,73,59,57,68,22,49,90,18,42,32
94,51,38,68,51,40,82,64,21,37,74,62,61,77,20,48,75,20,33,30
89,52,48,47,45,47,84,68,27,37,74,59,66,70,26,52,80,16,25,32
94,49,55,52,43,45,87,66,21,31,76,61,67,65,29,43,82,18,32,23
88,50,46,57,57,45,83,59,28,37,73,55,60,60,20,49,84,26,38,25
83,53,47,53,54,48,74,62,25,39,59,61,62,68,24,45,80,21,37,36
89,45,42,60,49,49,79,63,25,45,68,59,63,73,25,45,72,23,32,35
95,60,39,48,50,54,80,62,32,38,68,68,68,61,24,45,86,16,32,28
86,50,44,44,44,43,82,61,33,35,74,69,59,67,24,50,75,20,33,32
91,50,49,48,40,54,71,62,22,41,74,57,63,72,21,59,90,20,28,32
87,51,46,43,59,51,81,67,26,38,69,69,57,72,21,40,74,23,35,32
87,37,45,59,61,48,80,65,26,35,67,61,67,60,20,53,81,20,33,35
90,52,51,58,53,55,77,62,25,41,65,67,70,64,16,42,77,22,29,31
87,52,44,56,46,53,79,63,28,40,82,63,62,59,27,53,70,16,32,27
92,50,42,53,55,44,72,67,32,42,70,57,60,74,19,44,85,19,32,29
82,47,54,49,49,46,75,66,22,45,75,61,62,70,26,55,72,17,28,40
94,44,42,54,44,44,81,59,24,51,67,59,68,69,20,48,78,28,34,30
85,47,50,53,57,54,79,53,32,36,68,62,57,73,23,54,77,19,29,30
96,55,46,43,53,47,84,57,28,41,74,68,61,67,18,47,78,24,29,24
92,47,47,50,55,52,78,61,30,32,81,70,64,64,20,47,77,17,29,27
84,41,43,52,50,46,80,68,22,47,72,64,59,72,21,59,68,24,28,34
86,46,57,52,51,51,73,54,22,40,63,67,63,76,19,50,85,23,32,31
80,50,57,53,46,43,78,64,31,46,69,51,66,61,17,53,75,26,30,39
86,52,48,58,56,48,80,66,28,37,69,65,58,69,16,49,83,23,30,25
93,54,48,57,52,46,78,58,28,43,73,65,56,72,14,51,78,21,27,33
86,53,49,62,41,50,75,71,30,35,68,65,54,67,20,56,79,22,29,28
86,46,39,52,49,47,79,73,25,32,60,72,59,68,22,50,76,22,37,32
86,48,46,54,51,51,82,61,31,36,70,60,59,70,24,40,86,16,28,38
82,54,47,57,49,44,76,65,23,34,71,64,59,69,26,45,90,19,34,33
77,61,52,49,48,43,72,59,24,41,74,60,63,66,17,54,85,25,29,33
90,50,46,51,54,45,79,69,21,44,71,64,62,58,22,47,81,29,25,33
88,52,55,53,48,48,73,61,16,52,78,66,65,70,17,47,86,15,34,27
87,52,41,48,51,42,82,64,29,37,73,58,64,62,27,48,74,22,31,32
96,45,58,54,46,44,78,63,21,35,77,62,65,68,23,54,75,25,24,35
83,54,48,47,47,47,85,57,26,41,78,67,60,68,21,54,76,16,28,29
79,45,55,54,46,63,72,62,31,33,67,63,70,66,20,46,86,16,33,31
96,50,61,53,57,51,74,70,18,39,72,60,56,60,22,50,79,27,34,22
82,55,39,57,56,57,75,68,32,42,61,55,62,64,28,46,80,12,33,35
93,53,44,51,51,51,88,66,20,33,79,70,54,65,23,44,75,24,37,29
91,57,41,54,53,56,80,54,21,39,62,60,63,61,24,54,91,14,33,29
90,56,41,61,54,48,78,62,23,42,70,59,73,67,18,49,77,18,30,31
95,55,38,60,40,56,79,59,21,36,75,65,53,77,21,50,85,33,29,25
94,55,55,53,39,54,69,69,28,33,69,55,75,70,22,42,80,20,35,32
86,54,40,57,51,35,66,59,23,52,74,74,66,68,24,55,85,14,32,24
82,46,42,49,48,49,77,69,25,32,79,59,58,63,26,48,90,26,30,35
89,58,37,44,46,59,78,67,25,43,63,65,57,69,24,41,84,22,33,38
93,50,44,54,58,40,70,59,28,37,68,65,56,73,21,50,81,23,28,32
96,49,45,49,53,45,87,56,21,32,68,64,69,76,21,51,77,22,36,27
93,49,48,52,47,54,79,65,26,42,79,58,58,71,17,40,86,19,34,32
90,50,46,48,51,43,79,69,30,35,69,54,65,65,17,53,85,23,28,34
88,57,40,56,48,49,81,65,23,44,72,55,70,71,16,51,79,22,32,29
90,49,53,50,44,40,81,64,29,46,66,57,64,72,22,46,79,15,28,32
90,65,53,50,45,49,73,66,19,37,71,70,68,70,23,51,77,18,33,30
92,46,44,51,48,48,82,59,33,37,78,65,70,64,16,48,80,18,41,27
98,57,50,53,41,43,72,59,34,44,72,63,56,67,25,56,76,14,33,28
85,48,51,56,51,46,80,68,19,46,75,59,57,65,25,50,76,23,39,20
88,62,44,58,53,52,71,62,20,42,72,51,69,70,25,47,76,17,26,25
89,48,49,56,56,50,81,69,27,47,66,58,73,66,21,44,71,22,27,30
91,46,51,48,38,40,71,66,29,51,66,62,66,73,27,52,86,17,33,36
91,43,48,51,53,45,75,66,25,35,73,68,71,68,23,55,83,19,28,24
82,60,47,47,51,48,70,62,30,36,68,56,63,67,26,49,84,20,42,25
86,47,50,55,46,55,76,61,22,33,77,63,69,64,19,61,79,18,29,29
92,49,47,51,58,56,68,54,31,37,62,64,55,83,19,52,76,17,34,34
90,45,49,45,46,54,73,61,20,36,75,60,58,78,18,54,82,21,32,36
86,47,46,51,47,54,75,63,40,40,72,74,62,65,20,35,81,24,34,24
87,46,44,58,53,51,77,63,26,35,75,58,63,70,18,49,80,21,33,34
93,52,43,44,47,48,72,67,27,47,74,69,62,72,24,49,81,22,25,29
89,52,43,52,40,55,69,59,24,43,72,66,68,68,28,52,86,18,35,23
87,54,48,65,55,43,78,61,22,35,78,64,69,60,23,57,74,13,32,23
92,45,38,51,44,52,81,61,30,38,82,61,60,73,27,47,77,16,31,33
85,50,57,55,45,46,78,66,31,38,77,54,52,67,22,60,79,16,31,28
91,56,41,51,53,54,78,57,20,39,67,67,56,66,31,40,70,22,31,41
92,47,49,59,55,50,82,69,33,39,67,56,56,68,25,43,87,16,26,26
89,54,44,51,55,45,85,68,22,44,70,59,56,68,24,49,86,20,28,34
86,46,43,56,46,47,78,59,25,32,64,58,68,67,25,53,83,21,38,37
93,42,39,59,54,42,75,58,22,38,75,66,69,65,25,51,80,25,34,28
90,50,46,51,47,62,74,68,32,40,74,54,63,73,20,53,76,13,28,32
92,52,52,53,56,51,81,63,26,36,78,67,63,69,18,47,69,19,28,24
83,56,48,55,44,49,79,71,24,38,77,67,58,74,23,46,73,19,32,27
84,50,42,50,53,47,74,62,33,45,64,56,65,76,22,53,83,22,32,28
88,56,45,49,48,52,70,67,20,40,82,67,64,65,17,46,78,25,34,28
91,53,48,48,51,41,83,58,24,41,80,49,64,68,17,51,80,22,33,32
92,58,49,53,59,43,72,59,26,41,66,57,62,64,20,55,74,24,29,33
92,46,58,46,42,51,76,64,30,42,78,66,57,72,17,43,81,13,33,41
85,51,46,46,44,46,76,63,27,51,72,58,71,74,19,49,77,15,35,26
92,53,49,46,46,46,76,57,22,36,71,62,64,75,34,55,73,19,39,30
85,48,46,62,49,45,77,65,22,41,68,63,51,72,19,44,83,24,36,33
85,48,49,62,41,45,81,66,26,37,77,64,59,77,19,44,88,19,29,33
89,46,42,55,44,56,78,57,24,38,73,67,56,70,27,63,80,19,28,25
79,46,49,56,56,47,79,69,29,41,67,64,64,78,24,45,80,16,20,33
88,47,49,49,43,55,82,66,31,39,66,57,65,65,28,48,81,19,28,29
88,55,41,62,47,46,84,60,22,34,74,64,65,70,18,49,81,20,33,38
84,46,51,60,46,38,82,64,26,43,62,57,71,61,24,55,87,22,35,28
85,51,44,56,47,47,74,61,27,46,64,54,63,69,23,55,84,19,28,35
89,59,47,45,45,49,79,59,25,42,78,67,58,68,20,49,75,25,34,27
85,47,46,50,47,53,78,67,28,43,72,52,60,68,21,50,77,17,32,35
96,57,43,49,47,42,65,60,26,42,74,62,71,79,23,49,75,19,35,27
90,53,56,51,52,39,81,68,26,38,72,67,70,61,22,52,76,17,30,24
75,50,47,59,46,43,83,60,27,33,71,57,53,76,32,56,84,20,28,31
94,52,49,53,47,44,78,70,22,39,77,65,64,64,26,39,85,19,31,27
94,39,48,46,50,45,79,61,20,44,82,62,69,63,20,44,77,24,33,39
79,54,47,50,46,50,71,66,28,37,72,69,60,63,22,52,83,16,39,32
86,44,46,51,57,46,81,60,27,48,84,49,56,78,24,53,71,12,29,37
93,56,48,43,48,51,82,63,25,46,76,58,66,70,18,44,76,24,26,31
80,53,42,56,53,53,80,64,26,46,77,64,71,62,22,48,73,13,30,28
92,52,47,57,58,45,76,66,29,43,68,59,62,73,23,41,69,15,29,29
86,44,42,57,41,48,82,58,27,47,75,66,59,69,24,55,87,19,29,32
84,50,50,52,40,45,86,62,24,37,81,61,62,67,26,45,81,18,34,25
89,56,47,49,45,45,79,67,27,39,68,55,66,64,27,47,93,20,28,31
96,50,49,52,56,39,76,59,32,33,74,67,64,63,24,49,84,16,26,35
87,55,45,60,44,47,83,64,30,45,74,57,60,71,17,40,81,23,32,36
93,62,47,53,48,43,71,68,32,41,76,58,60,74,26,41,73,22,25,33
86,56,49,60,47,42,84,66,24,39,73,59,67,59,20,51,67,20,33,31
82,59,47,52,43,51,74,61,35,45,69,55,59,74,22,48,85,14,32,28
93,69,43,51,46,46,76,59,22,40,76,75,62,64,16,42,83,25,29,31
87,51,44,55,42,48,75,68,29,32,65,55,63,77,24,57,89,20,30,30
86,61,48,55,48,40,76,62,25,40,71,70,58,74,18,50,76,18,31,29
79,52,41,47,53,45,78,60,29,38,74,61,62,69,20,46,84,28,28,32
89,56,40,53,60,47,71,51,27,47,78,62,61,62,28,53,86,14,27,27
84,63,51,54,46,45,79,62,27,31,71,56,66,73,20,46,83,20,35,29
91,42,46,60,51,43,77,61,26,42,75,64,64,68,29,49,76,23,24,30
92,47,49,50,55,47,73,58,25,42,72,64,56,69,21,51,78,15,36,31
80,52,44,52,45,53,78,62,29,42,68,64,67,65,23,51,74,19,36,27
89,47,42,60,51,51,71,66,26,42,70,68,58,56,24,50,86,18,33,33
93,48,50,53,44,48,73,57,27,41,78,65,61,68,23,46,75,24,42,23
92,52,51,58,52,45,73,56,31,38,68,68,63,71,24,42,78,17,28,27
81,51,35,51,53,46,74,68,26,43,74,67,61,76,24,50,84,21,35,27
71,50,55,57,57,44,80,65,33,38,71,61,61,69,21,51,81,11,35,33
88,51,51,57,47,43,68,60,24,47,76,60,68,63,23,43,81,17,37,34
78,57,43,42,47,47,74,70,32,33,81,56,60,75,27,44,87,15,41,32
77,49,41,53,42,49,76,69,30,50,73,61,59,73,22,51,81,29,26,32
80,52,52,51,56,55,88,65,29,38,68,58,66,63,20,44,83,19,28,29
90,47,55,44,54,50,76,69,34,41,72,61,64,64,24,45,80,16,26,36
91,59,56,56,48,45,77,64,19,34,79,69,64,77,16,50,77,23,28,26
91,45,54,49,49,41,77,60,24,37,70,59,69,72,22,48,85,21,37,27
92,48,58,60,49,38,83,61,18,43,70,55,69,68,23,47,79,22,32,32
90,56,50,60,40,47,75,62,26,35,71,63,57,64,24,50,81,18,29,30
89,48,41,56,54,51,81,63,25,40,76,61,61,72,15,44,73,20,39,28
80,51,45,53,59,45,80,67,29,33,74,61,58,75,17,59,77,17,32,29
85,54,50,49,49,54,77,61,18,49,77,58,67,78,21,37,89,20,35,28
88,46,53,54,51,51,74,66,24,44,66,65,58,66,21,55,81,14,29,35
97,48,41,61,48,53,76,60,26,38,63,64,60,73,24,49,76,19,27,33
84,59,49,44,41,44,74,65,23,41,66,67,68,79,17,50,73,19,30,39
83,62,44,48,52,56,82,65,24,40,74,68,56,76,22,50,84,18,20,27
85,53,41,44,54,47,77,63,20,37,68,72,68,69,29,55,85,26,24,32
89,61,47,52,55,36,77,65,29,34,73,58,57,73,20,55,79,18,39,27
90,64,50,54,44,47,76,49,29,41,68,52,61,62,28,51,84,22,30,33
93,51,48,62,41,50,85,61,25,36,71,66,61,75,26,44,78,20,27,27
89,55,45,50,48,48,86,57,25,41,67,65,57,67,20,53,81,23,33,30
94,54,49,56,45,50,75,67,23,43,70,62,67,64,25,45,73,22,31,29
90,49,50,58,45,47,82,58,28,36,63,65,57,72,21,55,77,18,30,32
94,57,47,58,52,49,76,54,26,44,69,63,62,63,23,43,92,15,36,32
95,52,47,61,52,46,75,60,28,41,79,57,61,68,17,42,79,19,31,35
90,63,44,49,60,50,81,62,27,36,68,56,60,77,19,48,84,15,31,27
92,50,51,57,57,47,75,58,30,39,75,58,54,67,22,46,71,15,34,31
89,50,46,54,51,44,80,62,23,45,68,59,57,73,18,50,89,22,30,30
91,50,45,61,47,51,77,57,27,40,71,63,53,65,23,54,77,18,42,34
80,58,46,58,49,43,75,64,25,42,65,65,55,70,23,52,81,22,30,31
83,43,54,54,46,51,80,53,23,40,70,60,64,62,25,59,81,21,40,32
84,55,46,47,53,47,73,66,32,42,75,64,62,71,22,55,70,16,30,29
93,53,42,60,47,42,71,69,26,36,76,66,64,69,27,48,75,18,27,28
88,61,47,44,55,39,71,58,22,41,75,58,66,63,29,47,84,15,39,35
99,51,48,47,43,47,79,60,28,34,73,66,61,62,22,52,79,17,42,32
92,57,50,52,56,38,82,64,29,43,72,60,59,65,26,46,82,17,23,27
85,46,48,45,45,58,82,60,22,44,78,57,59,69,25,48,80,20,29,31
90,56,45,48,39,48,72,66,37,36,76,64,54,66,22,54,79,29,26,29
88,54,44,50,47,46,75,64,21,35,68,64,75,68,17,55,84,25,30,34
84,52,42,51,48,47,73,68,34,35,62,64,64,78,19,47,74,20,38,29
85,62,39,49,50,45,79,63,33,48,64,53,58,70,21,52,79,24,33,34
83,54,42,51,54,49,83,62,29,30,74,58,65,64,21,52,86,16,33,32
90,58,48,54,46,59,79,65,22,36,59,64,55,71,27,48,80,25,37,27
88,50,40,44,54,46,74,63,25,42,75,63,66,68,26,42,81,22,37,33
92,55,47,55,45,43,84,64,29,41,65,57,61,73,21,43,82,21,33,31
85,45,47,49,46,47,73,65,24,34,75,72,70,65,24,49,78,23,31,37
83,58,50,50,52,45,70,55,27,43,73,64,71,67,23,50,78,19,25,31
88,56,41,56,54,51,85,56,18,44,72,65,53,64,23,51,81,27,30,29
88,58,41,50,47,41,75,55,29,42,72,74,71,70,25,46,74,18,28,34
87,50,44,62,55,50,73,61,28,36,70,73,59,64,24,47,75,13,31,32
89,47,47,48,48,51,82,57,28,37,66,56,66,66,20,52,85,22,42,30
85,39,46,54,51,55,76,57,34,46,72,60,65,73,19,44,86,18,30,34
84,45,57,48,45,40,70,66,29,37,72,73,73,65,19,51,78,19,31,27
84,53,44,50,50,57,78,65,25,48,69,66,58,67,24,44,84,15,23,31
90,48,42,47,47,45,72,64,29,44,62,77,76,64,25,44,87,21,26,36
88,59,43,54,46,58,71,62,28,31,73,62,64,67,22,48,78,17,29,37
94,50,49,47,66,46,74,72,26,36,70,66,68,60,20,41,78,22,29,32
82,59,54,56,50,43,84,65,22,39,66,64,62,59,18,49,76,32,31,25
86,53,57,54,42,41,80,55,26,38,65,48,71,72,25,54,81,22,30,36
89,46,38,42,58,43,68,63,25,43,69,62,66,66,20,53,85,23,46,29
85,48,42,61,43,51,68,58,27,46,71,55,63,67,21,51,79,18,39,34
85,52,51,55,52,47,80,61,32,39,73,67,62,63,26,40,74,17,28,30
90,60,52,56,42,55,68,67,28,36,62,56,73,74,17,45,74,26,27,35
81,47,44,52,48,50,75,59,28,51,72,68,65,67,19,43,86,21,30,24
81,53,50,60,55,45,68,57,30,41,69,57,67,70,19,43,82,26,36,27
86,49,46,53,52,46,78,64,26,46,66,63,66,64,22,49,83,16,31,28
84,57,45,58,48,42,73,54,21,46,75,71,60,78,25,38,78,18,45,28
94,51,55,52,51,46,86,60,19,39,77,66,64,69,23,50,79,17,26,27
89,52,50,57,50,43,88,61,21,31,75,73,62,73,22,51,78,23,25,22
91,57,53,48,46,54,67,62,27,45,66,57,56,63,23,44,90,23,32,37
93,45,50,55,53,45,73,62,32,38,73,54,61,73,19,53,73,29,31,31
88,58,40,56,57,43,79,60,25,41,81,59,58,65,22,48,74,21,26,34
85,53,48,54,46,54,81,65,25,39,71,58,57,79,21,47,76,16,30,33
87,46,53,50,46,46,84,60,25,36,72,65,68,65,22,48,77,20,26,30
89,56,54,56,42,38,77,62,24,36,78,61,66,68,20,52,76,18,28,30
87,61,50,60,48,48,73,66,22,41,74,60,64,70,18,54,75,19,27,30
80,45,45,55,55,48,71,72,26,42,74,64,61,73,21,44,82,16,35,28
90,42,43,51,54,40,77,68,24,41,70,64,59,68,21,47,90,24,27,40
83,54,38,44,57,48,74,64,30,40,68,56,56,66,25,51,72,27,33,33
81,48,48,49,45,57,84,59,28,41,69,66,61,72,23,40,77,20,30,34
91,56,42,51,50,42,73,64,27,42,73,55,62,75,18,46,87,22,34,32
93,45,55,55,46,44,84,67,23,40,70,60,58,65,22,47,83,22,31,32
92,52,45,55,45,44,74,58,20,43,77,63,62,74,22,45,85,16,35,32
87,54,45,54,48,55,75,55,23,38,76,66,65,71,25,43,81,26,27,30
85,53,50,53,58,45,78,57,28,46,73,49,59,68,26,52,80,18,27,37
91,60,54,47,57,47,80,62,23,33,70,69,58,74,23,44,73,14,32,32
85,47,45,53,48,50,80,61,35,38,78,70,64,67,22,44,81,19,33,27
94,46,50,49,53,49,87,60,28,36,71,58,58,63,22,45,77,18,42,31
89,50,40,54,48,57,75,65,28,39,81,58,69,71,18,44,75,19,35,30
